run,evaluations,avg_fitness,best_fitness
23,3250,-95366000.0,-14000000.000000002
23,3500,-94425000.0,500000
23,3750,-93357000.0,500000
23,4000,-92279000.0,500000
23,4250,-90629000.0,500000
23,4500,-88807000.0,500000
23,4750,-86629000.0,500000
23,5000,-84721000.0,500000
24,500,-99924000.0,-85000000.0
24,750,-99882000.0,-85000000.0
24,1000,-99814000.0,-85000000.0
24,1250,-99664000.0,-85000000.0
24,1500,-99476000.0,-85000000.0
24,1750,-99114000.0,-76000000.0
24,2000,-98812000.0,-76000000.0
24,2250,-98422000.0,-76000000.0
24,2500,-97884000.0,-56000000.00000001
24,2750,-97292000.0,-56000000.00000001
24,3000,-96852000.0,-56000000.00000001
24,3250,-96182000.0,-56000000.00000001
24,3500,-95020000.0,0
24,3750,-93872000.0,0
24,4000,-92816000.0,0
24,4250,-91432000.0,1000000
24,4500,-90358000.0,1000000
24,4750,-88668000.0,1000000
24,5000,-86761000.0,1000000
25,500,-99902000.0,-93000000.0
25,750,-99874000.0,-93000000.0
25,1000,-99798000.0,-92000000.0
25,1250,-99606000.0,-90000000.0
25,1500,-99388000.0,-87000000.0
25,1750,-99168000.0,-85000000.0
25,2000,-98854000.0,-85000000.0
25,2250,-98476000.0,-63000000.0
25,2500,-97954000.0,-63000000.0
25,2750,-97512000.0,-63000000.0
25,3000,-96852000.0,0
25,3250,-96054000.0,0
25,3500,-95114000.0,0
25,3750,-94078000.0,4000000
25,4000,-93042000.0,4000000
25,4250,-91714000.0,4000000
25,4500,-90388000.0,4000000
25,4750,-89020000.0,4000000
25,5000,-87988000.0,4000000
26,500,-99934000.0,-91000000.0
26,750,-99904000.0,-91000000.0
26,1000,-99816000.0,-91000000.0
26,1250,-99648000.0,-90000000.0
26,1500,-99420000.0,-87000000.0
26,1750,-98996000.0,-34000000.0
26,2000,-98588000.0,-34000000.0
26,2250,-98266000.0,-34000000.0
26,2500,-97720000.0,-34000000.0
26,2750,-97102000.0,-34000000.0
26,3000,-96636000.0,-34000000.0
26,3250,-95710000.0,0
26,3500,-94694000.0,0
26,3750,-93657000.0,2500000
26,4000,-92585000.0,2500000
26,4250,-90767000.0,2500000
